Win,Def.Rank,Def.Plays,Yards.Allowed,Yards.Play.Allowed,Off.TDs.Allowed,Total.TDs.Allowed,Yards.Per.Game.Allowed,First.Down.Def.Rank,Opp.First.Down.Runs,Opp.First.Down.Passes,Opp.First.Down.Penalties,Opp.First.Downs,X4rd.Down.Def.Rank,Opp.4th.Conversion,Opp.4th.Attempt,Opponent.4th.Percent,Interceptions.Thrown.x,Pass.Def.Rank,Opp.Completions.Allowed,Opp.Pass.Attempts,Opp.Pass.Yds.Allowed,Opp.Pass.TDs.Allowed,Yards.Attempt.Allowed,Yards.Completion.Allowed,Redzone.Def.Rank,Opp.Redzone.Attempts,Opp.Redzone.Rush.TD.Allowed,Opp.Redzone.Pass.Touchdowns.Allowed,Opp.Redzone.Field.Goals.Made,Opp.Redzone.Scores,Redzone.Points.Allowed,Rushing.Def.Rank,Opp.Rush.Attempts,Opp.Rush.Yards.Alloweed,Yds.Rush.Allowed,Opp.Rush.Touchdowns.Allowed,Rush.Yards.Per.Game.Allowed,Sack.Rank,Sacks,Sack.Yards,Average.Sacks.per.Game,Scoring.Def.Rank,Touchdowns.Allowed,Opponent.Extra.Points,X2.Point.Conversions.Allowed,Opp.Feild.Goals.Made,Opp.Safety,Points.Allowed,Avg.Points.per.Game.Allowed,Defensive.Points,Safety,Tackle.for.Loss.Rank,Solo.Tackle.For.Loss,Assist.Tackle.For.Loss,Tackle.for.Loss.Yards,Total.Tackle.For.Loss,Tackle.For.Loss.Per.Game,X3rd.Down.Def.Rank,Opp.3rd.Conversion,Opp.3rd.Attempt,Opponent.3rd.Percent,Turnover.Rank,Fumbles.Recovered,Opponents.Intercepted,Turnovers.Gain,,,,,,
10,30,957,5097,5.33,41,43,364.1,34,117,114,15,246,36,13,30,0.433,9,18,213,412,2838,21,6.89,13.32,110,45,19,10,11,40,0.889,61,545,2259,4.14,20,161.4,100,37,201,2.64,42,43,40,1,14,0,342,24.4,0,1,97,48,50,302,73,5.2,27,74,212,0.349,28,12,14,26,,,,,,
6,73,944,5366,5.68,48,49,412.8,76,79,181,15,275,120,13,17,0.765,22,120,331,521,4056,31,7.79,12.25,100,48,15,17,10,42,0.875,4,423,1310,3.1,17,100.8,102,35,230,2.69,80,49,46,1,15,0,387,29.8,0,0,45,56,52,315,82,6.3,84,82,197,0.416,119,10,8,18,,,,,,
5,72,887,4951,5.58,47,54,412.6,71,101,145,23,269,40,9,20,0.45,12,113,286,441,3262,24,7.4,11.41,104,50,22,15,7,44,0.88,31,446,1689,3.79,23,140.8,115,38,210,3.17,99,54,45,2,9,0,400,33.3,0,1,13,68,44,323,90,7.5,80,73,177,0.412,105,6,11,17,,,,,,
6,50,820,4611,5.62,35,36,384.3,24,112,112,13,237,89,11,19,0.579,9,56,218,370,2695,20,7.28,12.36,103,41,13,12,11,36,0.878,55,450,1916,4.26,15,159.7,32,17,153,1.42,53,36,32,2,16,1,302,25.2,0,0,21,62,48,358,86,7.2,37,60,165,0.364,31,7,11,18,,,,,,
11,19,833,4550,5.46,31,32,350,12,106,103,19,228,101,13,21,0.619,4,12,221,369,2550,15,6.91,11.54,40,46,15,12,10,37,0.804,50,464,2000,4.31,16,153.8,50,23,153,1.77,12,32,29,2,13,0,264,20.3,0,0,30,73,28,348,87,6.7,47,63,169,0.373,8,12,18,30,,,,,,
2,21,777,4209,5.42,35,43,350.8,25,100,114,24,238,75,5,9,0.556,16,26,215,342,2532,19,7.4,11.78,27,45,14,10,11,35,0.778,28,435,1677,3.86,16,139.8,104,33,202,2.75,73,43,41,0,14,1,343,28.6,0,0,12,80,22,335,91,7.6,59,60,154,0.39,86,13,11,24,,,,,,
10,13,942,4693,4.98,34,39,335.2,45,95,135,25,255,18,8,22,0.364,9,32,293,516,3004,20,5.82,10.25,1,43,11,11,5,27,0.628,15,426,1689,3.96,14,120.6,90,34,220,2.43,16,39,36,2,7,1,297,21.2,0,1,36,79,24,373,91,6.5,12,66,202,0.327,36,5,17,22,,,,,,
1,99,890,5226,5.87,62,68,435.5,101,136,131,21,288,121,12,15,0.8,26,25,212,323,2531,24,7.84,11.94,121,56,32,14,7,53,0.946,113,567,2695,4.75,38,224.6,110,36,235,3,117,68,61,1,10,1,503,41.9,0,2,36,60,36,252,78,6.5,109,79,172,0.459,123,13,6,19,,,,,,
11,16,989,4804,4.86,30,31,343.1,83,98,154,28,280,61,16,31,0.516,10,96,344,554,3553,22,6.41,10.33,16,43,7,14,11,32,0.744,3,435,1251,2.88,8,89.4,11,16,94,1.14,10,31,27,1,17,0,266,19,0,1,7,85,48,479,109,7.8,9,64,199,0.322,61,6,13,19,,,,,,
7,33,897,4773,5.32,41,42,367.2,30,98,122,23,243,29,8,19,0.421,17,63,250,428,2987,22,6.98,11.95,84,40,13,12,9,34,0.85,24,469,1786,3.81,19,137.4,29,18,109,1.38,56,42,40,1,12,0,330,25.4,0,0,18,80,28,438,94,7.2,15,63,188,0.335,48,9,15,24,,,,,,
4,24,886,4277,4.83,28,33,356.4,10,87,114,21,222,99,8,13,0.615,17,58,213,412,2707,14,6.57,12.71,70,43,11,7,18,36,0.837,21,474,1570,3.31,14,130.8,55,23,165,1.92,54,33,33,0,24,0,303,25.3,0,0,5,83,30,360,98,8.2,32,73,203,0.36,74,9,19,28,,,,,,
2,108,888,5683,6.4,41,42,473.6,96,107,152,27,286,66,10,19,0.526,11,119,278,431,3583,24,8.31,12.89,75,51,16,10,17,43,0.843,76,457,2100,4.6,17,175,101,32,208,2.67,82,42,41,0,21,1,358,29.8,0,0,56,69,8,230,73,6.1,77,70,171,0.409,97,10,3,13,,,,,,
5,83,827,5021,6.07,43,46,418.4,45,129,112,14,255,117,9,12,0.75,17,27,200,354,2533,18,7.16,12.67,11,49,20,9,7,36,0.735,100,473,2488,5.26,25,207.3,21,15,110,1.25,78,46,45,0,9,0,348,29,0,0,90,56,18,216,65,5.4,91,71,167,0.425,54,11,14,25,,,,,,
8,68,966,5294,5.48,34,39,407.2,76,131,128,16,275,22,5,13,0.385,15,53,238,419,2914,13,6.95,12.24,92,52,18,9,18,45,0.865,83,547,2380,4.35,21,183.1,17,16,94,1.23,57,39,37,0,21,1,336,25.8,0,0,26,71,36,347,89,6.8,43,77,209,0.368,39,16,10,26,,,,,,
9,109,973,6185,6.36,54,55,475.8,117,147,140,17,304,80,14,25,0.56,13,95,250,436,3295,31,7.56,13.18,100,48,19,16,7,42,0.875,110,537,2890,5.38,23,222.3,39,21,152,1.62,95,55,51,1,12,0,419,32.2,0,2,99,48,38,196,67,5.2,78,75,183,0.41,56,5,17,22,,,,,,
6,58,880,4760,5.41,38,41,396.7,13,93,121,15,229,7,9,29,0.31,11,89,271,455,2991,18,6.57,11.04,77,45,16,11,11,38,0.844,39,425,1769,4.16,20,147.4,48,21,135,1.75,70,41,41,0,13,1,328,27.3,0,0,110,50,14,221,57,4.8,63,75,190,0.395,47,8,11,19,,,,,,
8,84,1015,5441,5.36,48,51,418.5,88,136,125,20,281,38,13,29,0.448,18,39,248,439,2822,16,6.43,11.38,69,49,24,7,10,41,0.837,98,576,2619,4.55,32,201.5,96,33,222,2.54,87,51,49,0,14,0,397,30.5,0,1,42,70,26,276,83,6.4,22,71,207,0.343,121,11,8,19,,,,,,
7,87,870,5061,5.82,44,45,421.8,83,116,145,19,280,106,11,17,0.647,10,92,219,360,3016,17,8.38,13.77,114,51,26,12,8,46,0.902,73,510,2045,4.01,27,170.4,1,6,26,0.5,73,45,41,1,10,0,343,28.6,0,0,46,60,30,305,75,6.3,106,76,167,0.455,38,12,8,20,,,,,,
6,112,869,5798,6.67,55,58,483.2,79,113,138,25,276,29,8,19,0.421,9,121,230,397,3763,28,9.48,16.36,56,46,23,7,8,38,0.826,72,472,2035,4.31,27,169.6,41,20,164,1.67,107,58,51,1,10,0,431,35.9,0,0,85,61,10,236,66,5.5,95,75,172,0.436,107,5,6,11,,,,,,
7,22,931,4577,4.92,30,33,352.1,42,85,142,26,253,95,6,10,0.6,16,62,240,427,2969,13,6.95,12.37,11,49,12,9,15,36,0.735,17,504,1608,3.19,17,123.7,91,32,167,2.46,18,33,32,0,16,0,278,21.4,0,1,2,76,68,439,110,8.5,62,84,213,0.394,15,16,19,35,,,,,,
3,93,934,5155,5.52,46,52,429.6,53,119,133,5,257,91,7,12,0.583,19,65,241,414,2768,25,6.69,11.49,105,51,18,15,12,45,0.882,95,520,2387,4.59,21,198.9,6,10,82,0.83,101,52,50,0,15,0,407,33.9,0,0,46,55,40,314,75,6.3,97,85,193,0.44,112,9,15,24,,,,,,
2,116,829,5974,7.21,67,71,497.8,110,134,133,28,295,123,10,12,0.833,9,115,232,355,3318,32,9.35,14.3,117,59,28,19,7,54,0.915,109,474,2656,5.6,35,221.3,72,26,158,2.17,119,71,67,1,10,0,525,43.8,0,0,104,53,14,188,60,5,111,69,150,0.46,97,7,7,14,,,,,,
12,29,879,4706,5.35,34,36,362,37,88,139,21,248,24,8,20,0.4,11,76,272,479,3114,13,6.5,11.45,13,38,19,7,2,28,0.737,16,400,1592,3.98,21,122.5,44,22,149,1.69,17,36,33,2,8,0,277,21.3,0,1,49,60,42,290,81,6.2,79,77,187,0.412,32,12,14,26,,,,,,
10,54,990,5032,5.08,35,37,387.1,107,123,139,31,293,50,11,23,0.478,9,40,266,436,2829,16,6.49,10.64,62,47,18,11,10,39,0.83,71,554,2203,3.98,19,169.5,105,36,203,2.77,35,37,35,0,14,1,301,23.2,0,0,58,68,20,344,78,6,26,68,195,0.349,17,12,14,26,,,,,,
3,51,836,4615,5.52,40,46,384.6,19,84,129,20,233,24,8,20,0.4,18,87,221,396,2990,23,7.55,13.53,77,45,15,15,8,38,0.844,23,440,1625,3.69,17,135.4,119,42,284,3.5,85,46,43,0,14,1,363,30.3,0,0,85,49,34,243,66,5.5,55,68,177,0.384,70,11,13,24,,,,,,
5,60,887,4772,5.38,35,41,397.7,28,82,145,15,242,53,9,18,0.5,21,109,262,443,3208,22,7.24,12.24,89,50,11,18,14,43,0.86,20,444,1564,3.52,13,130.3,55,23,138,1.92,72,41,32,2,18,0,336,28,0,0,33,65,30,336,80,6.7,38,70,192,0.365,112,12,3,15,,,,,,
2,107,756,5620,7.43,61,62,468.3,60,139,108,15,262,115,8,11,0.727,10,49,161,273,2646,26,9.69,16.43,113,50,25,11,9,45,0.9,117,483,2974,6.16,35,247.8,77,27,176,2.25,115,62,59,2,11,2,472,39.3,0,1,121,33,24,158,45,3.8,115,67,143,0.469,97,9,3,12,,,,,,
9,23,909,4612,5.07,37,40,354.8,57,110,133,17,260,91,14,24,0.583,16,23,272,449,2690,18,5.99,9.89,96,46,18,11,11,40,0.87,40,460,1922,4.18,19,147.8,96,33,178,2.54,46,40,37,2,13,0,320,24.6,1,0,28,74,28,334,88,6.8,41,68,185,0.368,29,11,18,29,,,,,,
2,65,856,4843,5.66,47,51,403.6,11,98,108,20,226,32,6,14,0.429,17,67,195,386,2795,19,7.24,14.33,111,46,19,10,12,41,0.891,74,470,2048,4.36,28,170.7,60,24,187,2,98,51,47,2,14,0,399,33.3,0,1,14,60,58,367,89,7.4,8,58,181,0.32,94,11,10,21,,,,,,
8,4,810,3687,4.55,25,31,283.6,2,74,101,16,191,20,6,16,0.375,15,8,175,361,2245,12,6.22,12.83,51,28,11,6,6,23,0.821,10,449,1442,3.21,13,110.9,96,33,247,2.54,11,31,29,0,12,0,251,19.3,0,2,15,66,60,412,96,7.4,3,55,185,0.297,24,7,19,26,,,,,,
4,32,878,4394,5,33,36,366.2,15,99,113,19,231,64,11,21,0.524,14,51,262,417,2676,20,6.42,10.21,32,47,13,12,12,37,0.787,34,461,1718,3.73,13,143.2,70,25,192,2.08,38,36,35,0,12,1,289,24.1,0,0,85,50,32,287,66,5.5,36,69,190,0.363,74,9,12,21,,,,,,
9,55,1015,5051,4.98,35,37,388.5,83,114,143,23,280,13,9,26,0.346,8,59,279,507,2954,15,5.83,10.59,56,46,19,8,11,38,0.826,60,508,2097,4.13,20,161.3,82,30,200,2.31,29,37,33,0,14,0,297,22.8,0,1,74,57,34,310,74,5.7,49,84,222,0.378,24,7,16,23,,,,,,
6,102,1006,5954,5.92,48,52,458,113,133,143,21,297,88,15,26,0.577,24,112,287,459,3520,23,7.67,12.26,38,51,16,13,12,41,0.804,84,547,2434,4.45,25,187.2,91,32,244,2.46,96,52,48,2,19,1,423,32.5,0,0,68,58,36,276,76,5.8,50,77,202,0.381,93,14,16,30,,,,,,
4,101,920,5460,5.93,47,48,455,43,103,136,15,254,117,6,8,0.75,16,106,244,401,3160,24,7.88,12.95,65,60,19,13,18,50,0.833,90,519,2300,4.43,23,191.7,85,28,170,2.33,99,48,47,1,21,0,400,33.3,0,1,25,67,32,316,83,6.9,92,85,199,0.427,86,16,12,28,,,,,,
8,14,763,4070,5.33,34,37,339.2,6,107,79,15,201,46,7,15,0.467,16,10,181,312,2135,10,6.84,11.8,52,45,24,5,8,37,0.822,59,451,1935,4.29,24,161.3,41,20,143,1.67,44,37,33,2,12,0,295,24.6,0,2,77,54,28,249,68,5.7,102,74,164,0.451,112,7,14,21,,,,,,
1,85,865,5030,5.82,46,55,419.2,71,154,95,20,269,106,11,17,0.647,18,4,167,307,2030,16,6.61,12.16,59,52,22,9,12,43,0.827,118,558,3000,5.38,30,250,52,22,154,1.83,104,55,46,2,15,0,425,35.4,0,0,102,37,48,151,61,5.1,108,79,173,0.457,107,10,8,18,,,,,,
9,7,839,3966,4.73,24,25,305.1,9,76,113,20,209,40,9,20,0.45,15,17,227,425,2633,16,6.2,11.6,21,33,7,7,11,25,0.758,5,414,1333,3.22,8,102.5,17,16,94,1.23,6,25,21,1,13,0,212,16.3,0,0,107,50,28,246,64,4.9,4,57,186,0.306,56,11,9,20,,,,,,
5,44,859,4453,5.18,34,35,371.1,51,100,124,31,255,29,7,17,0.412,14,53,225,402,2670,20,6.64,11.87,22,41,9,13,9,31,0.756,43,457,1783,3.9,14,148.6,56,24,152,2,28,35,28,0,13,0,277,23.1,0,1,59,59,26,280,72,6,34,63,171,0.368,76,11,13,24,,,,,,
12,12,945,4598,4.87,24,27,328.4,26,81,141,12,234,23,7,18,0.389,10,58,268,493,3164,19,6.42,11.81,72,44,4,13,20,37,0.841,4,452,1434,3.17,5,102.4,14,16,108,1.14,6,27,23,2,23,0,258,18.4,0,1,25,73,46,360,96,6.9,41,82,217,0.378,71,9,11,20,,,,,,
10,103,1115,6314,5.66,47,49,451,122,120,188,29,337,23,7,18,0.389,10,118,349,534,3937,28,7.37,11.28,107,53,13,19,15,47,0.887,68,581,2377,4.09,19,169.8,105,40,239,2.86,78,49,46,1,17,1,395,28.2,0,0,21,87,22,356,98,7,73,94,232,0.405,26,13,13,26,,,,,,
10,81,964,5422,5.62,39,46,417.1,58,100,146,15,261,51,14,28,0.5,9,103,269,453,3376,22,7.45,12.55,23,46,11,15,9,35,0.761,49,511,2046,4,17,157.4,109,39,235,3,74,46,46,0,13,0,363,27.9,0,0,9,88,20,452,98,7.5,42,79,209,0.378,6,13,14,27,,,,,,
7,10,821,4204,5.12,30,33,323.4,18,97,115,13,225,1,4,18,0.222,6,37,217,392,2714,19,6.92,12.51,5,33,10,10,3,23,0.697,12,429,1490,3.47,11,114.6,11,14,104,1.08,10,33,32,1,6,0,250,19.2,0,0,52,63,36,358,81,6.2,59,72,182,0.396,27,12,12,24,,,,,,
7,83,975,5476,5.62,52,54,421.2,85,146,108,25,279,36,10,23,0.435,8,44,238,410,2808,18,6.85,11.8,42,44,21,8,6,35,0.795,103,565,2668,4.72,34,205.2,85,31,193,2.38,90,54,51,0,7,0,396,30.5,0,0,36,72,28,318,86,6.6,27,71,198,0.359,33,12,16,28,,,,,,
4,90,798,5170,6.48,50,50,430.8,58,117,131,13,261,117,16,23,0.696,2,83,244,362,2854,31,7.88,11.7,111,56,17,22,11,50,0.893,93,436,2316,5.31,19,193,19,16,88,1.33,102,50,46,2,15,0,395,32.9,0,0,110,48,14,179,55,4.6,112,68,149,0.456,51,4,11,15,,,,,,
8,64,914,5185,5.67,44,45,398.8,98,119,131,37,287,90,15,25,0.6,7,68,243,421,2991,22,7.1,12.31,13,54,19,11,10,40,0.741,67,493,2194,4.45,22,168.8,15,15,92,1.15,62,45,42,1,11,0,347,26.7,0,0,49,65,34,296,82,6.3,29,64,178,0.36,27,5,22,27,,,,,,
5,86,877,5146,5.87,40,42,428.8,68,121,128,16,265,51,11,22,0.5,7,82,250,402,2853,16,7.1,11.41,18,55,22,10,9,41,0.745,88,475,2293,4.83,24,191.1,12,13,84,1.08,67,42,39,1,11,0,326,27.2,0,0,116,49,6,210,52,4.3,101,80,183,0.437,16,14,10,24,,,,,,
11,50,941,4964,5.28,41,43,381.8,52,85,128,43,256,4,6,24,0.25,8,107,249,456,3434,24,7.53,13.79,98,38,15,11,7,33,0.868,16,485,1530,3.15,17,117.7,47,24,152,1.85,48,43,41,0,11,0,332,25.5,0,0,17,80,28,407,94,7.2,49,81,210,0.386,7,13,13,26,,,,,,
7,11,822,4215,5.13,34,34,324.2,18,77,135,13,225,51,6,12,0.5,10,66,264,423,2987,20,7.06,11.31,66,42,12,15,8,35,0.833,2,399,1228,3.08,14,94.5,29,21,153,1.62,21,34,34,0,13,0,277,21.3,0,0,26,74,30,351,89,6.8,53,72,185,0.389,57,5,9,14,,,,,,
8,115,1156,6910,5.98,62,62,493.6,125,149,192,25,366,36,10,23,0.435,13,122,353,588,4080,25,6.94,11.56,32,67,27,14,11,52,0.776,99,568,2830,4.98,37,202.1,56,28,171,2,106,62,58,0,13,0,469,33.5,0,0,21,70,56,337,98,7,97,95,221,0.43,17,17,16,33,,,,,,
5,62,746,4375,5.86,46,47,397.7,6,95,94,13,202,119,15,21,0.714,12,54,149,295,2448,17,8.3,16.43,92,43,21,8,8,37,0.86,76,451,1927,4.27,29,175.2,24,16,83,1.45,95,47,41,0,8,0,347,31.5,0,0,71,47,32,272,63,5.7,43,58,153,0.379,88,13,2,15,,,,,,
8,56,1032,5090,4.93,44,44,391.5,93,87,164,31,282,96,17,28,0.607,12,112,318,549,3506,25,6.39,11.03,70,50,17,15,10,42,0.84,20,483,1584,3.28,19,121.8,100,36,211,2.77,71,44,41,1,17,0,358,27.5,0,3,64,66,20,257,76,5.8,44,85,223,0.381,66,12,14,26,,,,,,
5,121,980,6141,6.27,61,63,511.8,121,95,203,34,332,120,20,27,0.741,10,125,356,544,4406,42,8.1,12.38,57,62,18,22,11,51,0.823,38,436,1735,3.98,19,144.6,82,28,209,2.33,120,63,60,0,13,0,477,39.8,0,1,110,44,22,229,55,4.6,84,78,186,0.419,85,5,12,17,,,,,,
7,29,849,4621,5.44,39,40,355.5,42,87,138,23,248,51,10,20,0.5,13,73,249,423,3023,24,7.15,12.14,47,47,13,15,10,38,0.809,21,426,1598,3.75,15,122.9,70,28,187,2.15,45,40,36,2,15,1,327,25.2,0,0,100,53,24,243,65,5,71,71,176,0.403,95,8,14,22,,,,,,
9,96,955,5708,5.98,40,42,439.1,98,132,142,13,287,29,7,17,0.412,14,97,276,454,3320,22,7.31,12.03,9,52,14,9,15,38,0.731,85,501,2388,4.77,18,183.7,22,18,119,1.38,68,42,40,0,20,1,354,27.2,0,0,64,59,34,411,76,5.8,105,86,195,0.441,53,16,8,24,,,,,,
10,1,841,3390,4.03,23,27,260.8,1,86,81,18,185,16,5,15,0.333,12,2,194,388,2046,12,5.27,10.55,13,27,8,7,5,20,0.741,5,453,1344,2.97,11,103.4,64,27,196,2.08,3,27,22,0,11,0,217,16.7,0,2,1,110,42,553,131,10.1,1,54,197,0.274,33,12,12,24,,,,,,
2,111,845,5532,6.55,56,60,461,77,108,131,32,271,70,7,13,0.538,15,100,244,408,3074,35,7.53,12.6,111,56,15,21,14,50,0.893,102,437,2458,5.62,21,204.8,50,23,137,1.92,116,60,54,0,18,0,468,39,0,0,110,50,10,214,55,4.6,66,70,175,0.4,112,8,3,11,,,,,,
9,67,985,5196,5.28,33,34,399.7,96,152,118,15,285,11,9,31,0.29,8,33,235,421,2688,14,6.38,11.44,101,51,19,11,15,45,0.882,92,564,2508,4.45,19,192.9,8,13,91,1,24,34,28,0,17,0,283,21.8,0,1,107,48,26,303,61,4.7,15,64,186,0.344,33,10,11,21,,,,,,
8,37,937,4775,5.1,36,41,367.3,61,79,149,34,262,107,14,22,0.636,11,98,284,500,3322,20,6.64,11.7,80,39,15,8,10,33,0.846,11,437,1453,3.32,16,111.8,93,32,232,2.46,53,41,37,1,17,0,336,25.8,0,0,80,49,46,268,72,5.5,13,69,202,0.342,89,5,14,19,,,,,,
2,118,887,5985,6.75,61,65,498.8,85,130,132,17,279,51,12,24,0.5,11,116,247,374,3298,27,8.82,13.35,24,59,22,10,13,45,0.763,113,513,2687,5.24,34,223.9,107,35,247,2.92,122,65,62,0,13,0,491,40.9,0,0,94,40,46,224,63,5.3,119,88,186,0.473,124,6,6,12,,,,,,
4,35,812,4365,5.38,35,37,363.8,10,101,97,18,216,65,9,17,0.529,10,29,181,338,2440,17,7.22,13.48,4,39,12,6,9,27,0.692,54,474,1925,4.06,18,160.4,118,40,290,3.33,40,37,36,0,12,2,298,24.8,0,1,74,56,24,283,68,5.7,28,61,170,0.359,8,19,14,33,,,,,,
3,110,887,5529,6.23,52,53,460.8,79,133,124,17,274,103,10,16,0.625,5,84,238,404,2864,18,7.09,12.03,58,51,24,9,9,42,0.824,112,483,2665,5.52,34,222.1,39,21,134,1.75,108,53,53,0,14,0,413,34.4,0,1,100,51,18,255,60,5,116,81,174,0.466,85,7,8,15,,,,,,
7,15,869,3957,4.55,25,30,329.8,10,78,114,24,216,16,6,18,0.333,14,41,228,429,2563,15,5.97,11.24,35,37,9,9,11,29,0.784,13,440,1394,3.17,10,116.2,23,17,92,1.42,20,30,26,1,15,0,253,21.1,0,0,16,65,44,363,87,7.3,52,76,196,0.388,30,14,16,30,,,,,,
13,61,1008,5557,5.51,43,44,396.9,105,146,131,18,295,12,7,23,0.304,20,59,248,435,3175,22,7.3,12.8,19,52,17,11,11,39,0.75,71,573,2382,4.16,21,170.1,35,23,187,1.64,49,44,38,1,18,0,358,25.6,0,0,88,64,24,273,76,5.4,103,93,212,0.439,101,12,14,26,,,,,,
10,17,905,4384,4.84,36,36,337.2,47,133,100,19,252,106,12,19,0.632,6,5,204,379,2215,13,5.84,10.86,29,40,17,10,4,31,0.775,61,526,2169,4.12,23,166.8,17,17,110,1.31,16,36,30,1,7,0,269,20.7,0,0,85,53,36,348,71,5.5,58,75,190,0.395,4,13,16,29,,,,,,
1,116,908,5965,6.57,64,67,497.1,114,182,115,10,307,98,11,18,0.611,18,19,222,326,2324,23,7.13,10.47,117,68,33,15,14,62,0.912,124,582,3641,6.26,41,303.4,97,31,184,2.58,125,67,64,0,18,0,520,43.3,0,0,121,42,12,158,48,4,125,83,160,0.519,125,5,3,8,,,,,,
11,79,911,5758,6.32,43,44,411.3,107,125,160,15,300,75,12,22,0.545,6,87,282,448,3412,19,7.62,12.1,40,53,18,10,14,42,0.792,62,463,2346,5.07,24,167.6,2,11,65,0.79,52,44,38,2,18,0,360,25.7,0,0,115,51,20,242,61,4.4,114,77,167,0.461,14,11,18,29,,,,,,
8,20,915,4464,4.88,33,33,343.4,42,114,114,20,248,21,7,19,0.368,15,27,230,412,2601,15,6.31,11.31,94,44,18,11,9,38,0.864,37,503,1863,3.7,18,143.3,98,34,215,2.62,15,33,33,0,11,2,268,20.6,0,0,99,50,32,249,66,5.1,50,75,194,0.387,22,11,19,30,,,,,,
1,112,734,5090,6.93,50,54,462.7,18,116,91,18,225,51,6,12,0.5,20,46,159,252,2382,18,9.45,14.98,84,40,20,5,9,34,0.85,119,482,2708,5.62,32,246.2,123,41,282,3.73,112,54,50,0,12,0,410,37.3,0,1,63,57,16,214,65,5.9,113,67,146,0.459,114,9,8,17,,,,,,
6,109,987,5933,6.01,51,56,456.4,101,152,117,23,292,70,14,26,0.538,12,47,214,370,2824,20,7.63,13.2,114,50,22,13,10,45,0.9,115,617,3109,5.04,31,239.2,103,37,239,2.85,107,56,53,3,15,1,442,34,0,1,49,59,46,286,82,6.3,88,85,201,0.423,81,12,7,19,,,,,,
4,93,890,5205,5.85,46,48,433.8,70,110,135,23,268,121,12,16,0.75,9,94,271,440,3013,24,6.85,11.12,125,45,13,14,16,43,0.956,81,450,2192,4.87,22,182.7,76,26,179,2.17,100,48,46,0,20,0,394,32.8,0,0,44,65,24,264,77,6.4,31,66,183,0.361,76,4,13,17,,,,,,
7,22,847,4475,5.28,37,41,344.2,14,106,101,12,219,113,8,12,0.667,7,7,189,352,2287,18,6.5,12.1,110,37,12,8,13,33,0.892,64,495,2188,4.42,19,168.3,37,22,146,1.69,50,41,37,1,16,0,333,25.6,0,1,85,48,46,263,71,5.5,34,70,190,0.368,102,3,13,16,,,,,,
2,125,972,6347,6.53,55,58,528.9,120,156,150,22,328,88,13,22,0.591,11,119,280,451,3392,20,7.52,12.11,102,60,29,10,14,53,0.883,120,521,2955,5.67,35,246.3,95,30,188,2.5,115,58,55,0,21,0,466,38.8,0,0,104,44,28,169,58,4.8,115,84,182,0.462,59,6,10,16,,,,,,
3,106,865,5438,6.29,44,47,453.2,64,116,123,24,263,111,13,20,0.65,13,86,233,399,2922,22,7.32,12.54,19,48,11,11,14,36,0.75,104,466,2516,5.4,22,209.7,91,29,201,2.42,104,47,45,0,24,0,399,33.3,0,0,78,57,20,249,67,5.6,81,76,183,0.415,45,12,9,21,,,,,,
9,41,879,4801,5.46,37,39,369.3,61,98,153,11,262,32,6,14,0.429,8,64,273,439,2977,20,6.78,10.9,41,39,11,12,8,31,0.795,33,440,1824,4.15,17,140.3,85,31,173,2.38,29,39,34,0,11,0,301,23.2,0,0,76,65,16,274,73,5.6,95,76,177,0.429,22,6,15,21,,,,,,
2,88,823,4733,5.75,37,39,430.3,31,115,100,26,241,22,5,13,0.385,17,45,188,331,2379,18,7.19,12.65,77,45,16,13,9,38,0.844,107,492,2354,4.78,19,214,34,18,109,1.64,81,39,38,0,15,1,319,29,0,0,109,37,28,172,51,4.6,111,77,169,0.456,94,9,8,17,,,,,,
5,75,888,4883,5.5,42,48,406.9,75,127,125,18,270,108,9,14,0.643,11,43,217,377,2589,22,6.87,11.93,123,44,15,15,11,41,0.932,89,511,2294,4.49,20,191.2,101,34,217,2.83,93,48,45,0,14,0,375,31.3,0,0,91,50,28,263,64,5.3,104,79,180,0.439,19,8,15,23,,,,,,
4,47,844,4479,5.31,38,41,373.3,23,118,94,15,227,72,13,24,0.542,7,14,196,337,2279,16,6.76,11.63,66,42,15,11,9,35,0.833,84,507,2200,4.34,22,183.3,121,44,238,3.67,57,41,37,1,10,0,315,26.3,0,1,10,68,44,384,90,7.5,11,58,178,0.326,69,5,11,16,,,,,,
9,72,898,5276,5.88,40,43,405.8,49,89,145,19,253,62,16,31,0.516,9,105,288,443,3427,19,7.74,11.9,10,45,14,9,10,33,0.733,35,455,1849,4.06,21,142.2,42,23,136,1.77,56,43,37,1,13,1,338,26,1,1,47,76,14,368,83,6.4,55,76,195,0.39,48,10,7,17,,,,,,
9,34,1028,5075,4.94,38,41,362.5,85,103,162,14,279,114,17,25,0.68,13,88,314,528,3420,19,6.48,10.89,86,48,17,10,14,41,0.854,17,500,1655,3.31,19,118.2,21,19,118,1.36,38,41,37,0,21,0,346,24.7,0,0,4,82,64,454,114,8.1,17,76,219,0.347,5,16,26,42,,,,,,
9,6,845,4011,4.75,26,31,308.5,3,74,110,15,199,4,4,16,0.25,10,26,221,410,2595,14,6.33,11.74,26,39,9,7,14,30,0.769,10,435,1416,3.26,12,108.9,114,41,307,3.15,24,31,26,1,23,0,283,21.8,0,2,26,78,22,463,89,6.8,10,62,195,0.318,43,4,26,30,,,,,,
